9695742.85714286;0.146228571428571;1283;162563114285.714;0.487512761904762
696726.773304038;0.0282885195111807;294.139322730693;22055641569.5708;0.139613756558266
9010000;0.121;820;1.28406e+11;0.33
9153000;0.127;1100;1.43893e+11;0.3981
9314000;0.136;1190;1.56091e+11;0.4503
10224000;0.155;1430;1.81782e+11;0.515
11059000;0.24;1950;2.06054e+11;1.0204
312828.6;0.0163086;237.216;20714887200;0.08421168
964000;0.0255;325;3.4893e+10;0.11585
0.0718590399487295;0.193454119361338;0.2292590200551;0.135674329730216;0.286379696016123
0.86041516304205;1.54249538671158;0.588462940271216;0.425911977588812;1.99626505428783
0.397694044332317;0.397694044332317;0.397694044332317;0.397694044332317;0.397694044332317
-0.891109727850828;1.74791788772175;-0.576433387747487;-1.07798754185691;4.37990541838852
35;35;35;35;35
100;100;100;100;100
